ID	Title	Keywords	Orders	ground_text
489	山迪夏新款100%桑蚕丝真丝连衣裙长裙欧美高档纯色无袖背心裙裙摆插肩长	裙摆;插肩;长	1;2;0	蝴蝶结领结,让连衣裙增添了淑女气质,插肩设计,展现优雅魅力,长长的飘逸裙摆,女人味十足
490	韩版冬装新款女装通勤拼接立领直筒厚羽绒服皛大牌水洗pu皮廓形版型	大牌;水洗pu皮;廓形;版型	1;3;0;2	超保暖抗风寒水洗pu皮材质潮流时尚版型韩风优雅通勤时尚女装领先品牌韩版时尚大牌廓形面料拼接
491	衣恋夏季新品女蓝白条纹修身连衣裙专柜正品圆领褶皱收腰显瘦	圆领;褶皱;收腰;显瘦	0;1;2;3	简洁圆领设计,休闲时尚,适合各种脸型穿着。腰间细密褶皱设计,层次丰富,视觉上收腰显瘦。
492	【断码清仓】外套女设计师牛仔衣韩版春装猫头鹰个性欧美街头新款牛仔立领图案	牛仔;立领;图案	1;0;2	精致的立领,精美的口袋装饰,成就本款时尚经典的牛仔外套,时尚猫头鹰图案,个性而时尚
493	男士太空棉卫衣休闲衣服黑色运动开衫外套连帽外衣男潮防风太空棉保暖透气	防风;太空棉;保暖;透气	1;0;2;3	在视觉上造成强烈的未来质感是这件外套的取胜之处,如你所见,采用太空棉面料,防风保暖的同时,穿着舒适且透气。
494	依羽福t恤女短袖新款夏装韩版宽松卡通印花中长款休闲体恤衫贴身版型印花减龄	贴身;版型;印花;减龄	2;3;0;1	可爱的萌兔印花,减龄时尚百搭,竹节棉质地轻盈,贴身舒适,宽松休闲版型,夏季必备
495	尼班诗欧美套头卫衣女圆领太空棉印花长袖上衣暿太空棉字母亲肤	太空棉;字母;亲肤	0;2;1	面料是太空棉的,亲肤好穿。加上设计师的用心,字母简约时尚潮流风,一直深受设计师的喜爱,有很强的时尚感,适合潮流初秋的风格,简约中不失时尚与干练。整个衣服穿上就有一股潮流感。
496	衣玲衣欧洲站早秋装新品高端修身收腰太空棉短袖蓬蓬连衣裙女印花修身型剪裁	印花;修身型;剪裁	1;2;0	修身型剪裁,彰显凹凸有致的身材,展现完美s曲线,时尚的印花设计,凸显女性妩媚的一面
497	蓝色倾情春装女装复古条纹打底衫七分袖欧根纱上衣水波纹印花欧根纱	水波纹;印花;欧根纱	0;2;1	水波纹欧根纱上衣,大幅的萌女印花,个性的生活气,优雅个性的绽放如花似的美丽
498	潮流韩版磨破铅笔小脚裤显瘦修身乞丐黑色牛仔裤膝盖一字破洞裤男黑色系破洞显瘦	黑色系;破洞;显瘦	0;2;1	很是华丽的一款男士牛仔裤,经典的黑色系自带显瘦气场,而在膝盖上对称的破洞装饰,让你撩人有魅力,随便穿搭就能完美有魅力。帅气十足
499	试用宝贝请不要拍！下摆流苏剪裁	下摆;流苏;剪裁	2;1;0	精致剪裁的流苏下摆,展示着凌乱却有潇洒随性的动态美,上身穿着更舒适自由,方便,简单,百搭&hellip;&hellip;
500	男士秋季款潮流单宁布修身牛仔夹克复古做旧外套香港潮牌牛仔印花美观大	牛仔;印花;美观;大	0;3;2;1	牛仔夹克一直都是温差较大的季节中既实用又美观的单品,在叠穿横行的年代,复古牛仔夹克绝对是一件配得了大衣,搭得了印花,装得了帅气,凹得了造型的决胜单品。
501	男士秋季款潮流单宁布修身牛仔夹克复古做旧外套香港潮牌组合牛仔牛仔蓝	组合;牛仔;牛仔蓝	1;0;2	牛仔与同色系列材质组合在一起,拼接的统一和谐。纯正的牛仔蓝,散发着淡淡的复古味儿~!非常耐看。
502	诺力米特秋新款百搭秋季外套女韩版显瘦小香风短外套显瘦小元素渗透	显瘦小;元素;渗透	0;2;1	时尚百搭显瘦小香风短外套,唤醒了渗透入骨的优雅美丽的元素,成就自信的你
503	春季新款无袖黑白条纹连衣裙秋季气质圆领修身打底裙斜裁欧根纱条纹	斜裁;欧根纱;条纹	1;2;0	欧根纱经典条纹想象,利落线条恰到好处。平行条纹与斜裁条纹的碰撞处理,丰富的视觉感,独具个性魅力的优雅体态。
504	衣恋旗下女装商场同款印花时尚简约纯色淑女连衣裙纯色剪裁显瘦	纯色;剪裁;显瘦	0;1;2	简约纯色淑女连衣裙,一流的材质,超棒的剪裁,显瘦显腰身,穿起来很漂亮气场很强!
505	【限】无袖衬衫蕾丝t恤露肩上衣镂空女士翻领镂空蕾丝无袖	镂空;蕾丝;无袖	2;1;0	这款无袖蕾丝镂空上衣,优雅淑女尽显,为穿着者增添更多女人的魅力。
506	杰斯班秋夏新款韩版浅灰女中腰拼接显瘦小脚牛仔裤休闲裤大牌修身侧拉链显瘦	大牌;修身;侧拉链;显瘦	1;3;2;0	超舒适,时尚百搭,修身显瘦,侧拉链拼接设计,经典拉链纽扣设计,高品质面料,时尚百搭,彰显大牌设计感,潮流个性。
507	男款修身中蓝色洗水牛仔裤牛仔搭配直筒版型	牛仔;搭配;直筒;版型	0;1;2;3	牛仔裤是一年四季都不可缺少的时尚单品,几乎可以与任何上装相搭配,让你充分享受自由的感受和时尚的魅力。这款男牛仔长裤采用了合体直筒的时尚版型设
508	秋装新品男士印花套头抓绒保暖卫衣全棉外套潮版型字母印花图案	版型;字母;印花;图案	0;1;2;3	欧美风时尚简约休闲卫衣,优雅大方的版型,个性潮流的字母印花图案设计,街头感十足。
509	女装专柜春装新休闲无袖韩版卡通t恤套头圆领纯棉无袖	套头;圆领;纯棉;无袖	3;2;1;0	韩版卡通无袖女t恤背心纯棉圆领套头
510	古诺尔秋装女装新款内贴棉质裙衫七分袖a型显瘦甜美蕾丝衫开叉蕾丝花型	开叉;蕾丝;花型	1;2;0	蕾丝外件的色泽清丽,花型精致,绣法精妙,配合小小开叉,尽显妖娆女人魅力
511	a大调b小调春夏新款韩版短裙千鸟格打底无袖连衣裙女*迷人圆领搭配	迷人;圆领;搭配	1;0;2	简洁的圆领设计,散发着经典的优雅迷人气质,采用假两件拼接的方式,呈现独特的层次视觉效果,帮你省去搭配烦恼。
512	破烂牛仔裤日系复古修身破洞男赤耳水洗百搭个性潮元素磨破搭配	元素;磨破;搭配	1;0;2	这件牛仔裤吸引人的地方也就是,裤身前面的磨须设计。轻松就能给人一种眼前一亮的感觉。而且磨须。磨破元素,属于街头潮流元素,所以搭配上一款潮鞋,潮流的时尚态度尽显无遗。很受年轻人的喜爱。
513	新款男士春夏季时尚个性印花字母圆领t恤-搭配原创浅蓝色清爽	搭配;原创;浅蓝色;清爽	2;1;0;3	宽松的衣服款式,简单的浅蓝色大底加入原创风格商标,颜色搭配渲染得恰到好处,适合青春活力的打扮,自然清爽。
514	【商场同款】春季女装优雅收腰七分袖连衣裙七分袖抽绳收腰拼色	七分袖;抽绳;收腰;拼色	0;1;2;3	简约的a字裙型七分袖连衣裙,腰部的抽绳收腰设计适合更多身形,时尚的拼色设计使整体亮眼出彩,展现优雅女人的气质。
515	又[东方极简]秋季新款纯色插肩袖太空棉简约大码连帽卫衣女美化保暖太空插肩袖	美化;保暖;太空;插肩袖	2;1;3;0	太空记忆棉面料,柔软细腻,手感滑爽舒适,重量轻,具有优良的保暖性能;卫衣衣型挺括,穿着温暖舒适,倒三角帽型,修饰肩背部线条;插肩袖设计,美化
516	圣迪奥紫调印染百褶短裙百褶印染花色	百褶;印染;花色	1;2;0	复古油画感的短裙,裙身布满神秘的印染花色,优雅浪漫,百褶设计,活泼清新。
517	颜域秋装新款女装端庄大气黑色a字裙修身百搭气质显瘦半身裙迷人曲线剪裁	迷人;曲线;剪裁	2;0;1	性感耀眼的时尚半身裙,剪裁得体大方,凸显诱惑迷人的身材曲线,是女士衣橱不可或缺的简约优雅单品
518	柯枚娅新款甜美蕾丝连衣裙淑女短袖圆领勾花镂空拼接a字裙子镂空蕾丝水溶勾花	镂空;蕾丝;水溶;勾花	2;3;0;1	甜美水溶勾花镂空拼接蕾丝连衣裙,舒适而贴心,暖暖的,如阳光般的感觉~~
519	重复单品薄款镂空高档纯色	薄款;镂空;高档;纯色	0;3;1;2	此款薄款纯色镂空女士短外套,运用了传统的剪纸方法,结合现代的激光切割工艺,高档面料的结合,随意的花边拼接,呈现了款式的镂空感、层次感、现代时
520	晴碧琳秋装新品女装复古圆领五分袖蕾丝拼贴宫廷风绉纱衬衫轻柔蕾丝五分袖剪裁	轻柔;蕾丝;五分袖;剪裁	3;2;0;1	简洁利落的肩部剪裁配合五分袖设计,轻柔的绉纱拼接精致的蕾丝,打造柔美华丽的宫廷风情
521	菀草壹【特价】春秋新款两件套印花衬衫休闲长袖连衣裙女印花纯色内搭	印花;纯色;内搭	2;1;0	两件套的款式,内搭为纯色背心裙,面料微透不露,隐约而性感,印花修饰,合体又百搭。
522	.玛丝菲尔素品牌女装秋季新款圆领条纹长袖t恤长袖t恤圆领条纹新款	长袖t恤;圆领;条纹;新款	3;1;2;0	新款圆领条纹长袖t恤,时尚帅气,十分大方漂亮,带着一种神秘的小性感。
523	夏季新品美人鱼亮片显身材针织裙连衣裙迷人圆领清爽	迷人;圆领;清爽	2;1;0	清爽的圆领造型,凸显颈部的柔美线条,闪耀迷人的亮片装饰,亮眼夺目,非常时髦,充满女王风范
524	金莎飞狐新款秋装韩版翻领长袖双排扣女风衣外套送腰带元素蕾丝领型剪裁	元素;蕾丝;领型;剪裁	1;0;3;2	肩部添加蕾丝元素,简约大气的线条剪裁,打造出经典,优雅而动人。独特领型修饰性感锁骨,与衣衣完美融合。
525	古老鲨鱼春装男装t恤双丝光棉个性图案圆领男士长袖t恤男长袖t恤清爽丝光棉	长袖t恤;清爽;丝光棉	0;1;2	欧美风简约时尚休闲长袖t恤,清爽舒适的丝光棉面料,经典大方的风格设计,尽显都市型男风范。
526	达克沃潮牌短裤男夏季潮流格子条纹纯棉直筒休闲100%纯棉亲肤格纹透气	100%纯棉;亲肤;格纹;透气	2;0;3;1	作为时尚达人,衣橱里怎能没有几件格纹单品。这款短裤选用100%纯棉面料,质地柔软细腻,透气亲肤。简单的款式,时尚百搭,带来不平凡的潮流感。
527	男士风衣中长款韩版修身英伦外套潮男青少年春秋装商务翻领防风立体收腰	翻领;防风;立体;收腰	0;2;3;1	英伦风的翻领外套,时尚的翻领领设计,立体收腰防风,显露出十足的率性韵味。
528	玛玛绨纯色中长款外套女红色茧型大衣春欧美太空棉廓形个性潮包边大红色弧度艳丽	包边;大红色;弧度;艳丽	3;1;2;0	简洁的款式,结合艳丽走秀风的大红色,十分耀眼。精致而又有弧度的衣领,精心设计的包边,中和了过于沉闷严肃的感觉,有些活拨。这一款看上去很复古,
529	羊毛针织衫修身圆领薄款开衫小香风钉珠短外套女春秋百搭女装缠绕钉珠收腰	缠绕;钉珠;收腰	2;0;1	收腰的百搭造型上缠绕着精心设计的法式钉珠,带着低调奢华的气息,是体现高贵,优雅的经典款式,给你带来猫一样的轻盈质感,脚步轻巧穿过热闹的街,游
530	伯爵卓尔秋冬新品时尚牛仔兰男衬衫长袖复古英伦男装牛仔有型衬衫领长袖	牛仔;有型;衬衫领;长袖	3;2;1;0	本款男士长袖衬衫采用时尚的衬衫领设计,帅气有型,穿着舒适;迷彩与牛仔的大胆相撞,重组混搭,创造出灵动并且艺术感十足,精神干练,展示男性的健康
531	吉承大气复古透明袖腰部拼接连衣裙结构花型盘花	结构;花型;盘花	2;1;0	盘花花型在我国具有悠久的历史,每个结构都有不同的方法和名称,代表不同的寓意,展现不一样的你,尽显优雅知性的女性魅力。
532	猫娘志春装中长裙子复轻古文艺范女装森女系半身裙弹力纤细裙型	弹力;纤细;裙型	0;1;2	弹力橡筋腰头加上麻花形织带,可以适合各种腰围,织带也能为你纤细的美腰点缀出无限的美感,笔直的裙型不加多余的装饰,给人一种简约大方优雅的感觉。
533	初语棒球服宽松休闲运动学生套头卫衣女长袖上衣字符字母印花	字符;字母;印花	1;2;0	字母印花卫衣,在时装周上一直在上演,我们这次也用幽默的字符展现。每个上班族的心声:sunday拜托留久一点!!这次把初语家的经典民族印花,做成了星
534	秋装新款黑白简约动感个性拼接拉链针织长裤收脚口针织黑白金属	收脚口;针织;黑白;金属	2;1;0;3	酷感十足的运动风潮来袭。以极简的黑白色调演绎轻松、个性的穿着风格,针织收脚口拼接金属拉链,为细节注入独特活力
535	欧莎秋季新款大码女装显瘦收腰裙子女秋装连衣裙当季白领剪裁	当季;白领;剪裁	1;0;2	以经典融汇流行的时尚服饰,是无数都市白领的首选品牌。汇聚当季时尚流行、精巧剪裁、严苛选材,主张为那些逐渐走向成熟,懂得欣赏的消费者提供得体、
536	【断码折扣】布先生男士长袖t恤秋冬翻领男装t恤商务休闲翻领撞色美观	翻领;撞色;美观	1;0;2	经典撞色翻领设计,时尚美观,撞色拼接袖口设计,时尚优雅,门襟选用优质纽扣,牢固耐用
537	乙佰乙纳女装英伦风衣新款双排扣西装领中长款女式外套女中长裸色系立体剪裁	中长;裸色系;立体;剪裁	0;2;3;1	中长风衣精致的立体剪裁,时尚帅气的双排扣尽显英伦风,经典低调的裸色系彰显出欧美宫廷骑士风。
538	pu皮质可调节腰带铆钉口袋肩章装饰短款外套修身立体剪裁显瘦	修身;立体;剪裁;显瘦	1;2;0;3	立体剪裁,奢华面料,上身可自由伸展,活动灵活,不受拘束,同时具有修身显瘦效果,帅气夹克是潮女必不可少的外套。《欧范小姐》:时尚编辑connie
539	新男装秋装潮流休闲纯棉纯色钉珠圆领短袖t恤元素亲肤纯棉	元素;亲肤;纯棉	0;2;1	华丽铆钉元素加入,为休闲t恤增添几分摩登朋克气息;纯棉质地,柔软舒适亲肤;百搭单品,与任意下装皆可混搭。
540	宝姿经典优雅舒适棉质半截裙镶嵌直筒版型收腰	镶嵌;直筒;版型;收腰	1;2;0;3	如果有一条裙子能够让你既能显得优雅端庄又能时尚新潮,一定是它没错了,经典直筒版型,精致的腰带镶嵌给裙身添加独特的风情,裙有收腰不娇也翘
541	高端新款专柜正品男士巴洛克烫金奢华纯棉短袖t恤荆棘黑色元素骷髅	荆棘;黑色;元素;骷髅	1;0;3;2	运动文艺复兴时期的巴洛克式奢华,在对比鲜明的黑色背景上,呈现出戏剧性的玫瑰和荆棘图形,弥漫激烈的视觉感受。采用骷髅元素,适合休闲风格!
542	韩国原宿学院bf风复古情侣款长袖牛仔外套中长风份量牛仔抗风含棉	份量;牛仔;抗风;含棉	1;0;2;3	永不过时的牛仔外套风衣,
543	旺福福法代春夏明星款蕾丝连衣裙两色唐嫣款有型蕾丝系带拼色	有型;蕾丝;系带;拼色	1;3;2;0	sandro的这款蕾丝连衣裙最大的亮点就是,这款连衣裙采用个性亮眼的拼色蕾丝设计,尽显别具一格的设计品味,极具吸睛魅力,加之精致的系带设计,时尚有型,又显优雅气质。
544	桔熊{}春新款磨毛纯色运动裤抽绳中腰休闲裤男大码柔肤含棉保暖成分	柔肤;含棉;保暖;成分	0;2;1;3	磨毛处理的柔肤质感一级棒!高磅数面料质量轻、触感柔软好摸,紧密的扎实感提升保暖力。含棉成分比起一般市售的外套高出许多,质感绝对比其他家好,腰围
545	彼城秋装新款学院风情侣衫纯棉休闲格子长袖衬衫男士纹路格子蓝白格纹	纹路;格子;蓝白;格纹	3;1;0;2	时尚、独特、舒适、又不改变格纹的基本格局,本季每一款格纹衬衫的格子纹路都由设计师精心设计而出,面料均为独家定制,选取了经典蓝白的钢笔色调,制
546	伊布都新款秋装简约连帽针织拼接中长款风衣外套女针织钩花剪裁廓型	针织;钩花;剪裁;廓型	3;2;0;1	硬朗的工装廓型中,多了几分甜美的气息&mdash;&mdash;柔线条的剪裁,拼接针织钩花,本季的外搭风衣单品有了更多的细节,令人随之心动。
547	秋装新款廓型个性质感纹理宽松显瘦百慕大短裤女百慕大a字廓型	百慕大;a字;廓型	1;2;0	早秋的百搭单品,极简的空气层面料与野性的肌理融合,低调中尽显非凡的质感。a字高腰廓型,百慕大短裤的热度依旧不减,将宽松毛衣束进腰里,慵懒又酷感
548	专柜正品伊芙心悦春季精致领圈褶皱高腰长袖连衣裙吊牌价泡泡袖修身褶皱版型	泡泡袖;修身;褶皱;版型	2;1;3;0	现在的连衣裙都在细节上十分注意,来自伊芙心悦的连衣裙就采用了时髦的领圈修饰,褶皱和高腰设计也让裙装看上去更具看点,高腰修身的版型不会让你的好身材受委屈,裙子的袖子部分也很出新的采用了泡泡袖设计,这样可以很好的修饰你粗壮的手臂。
549	威摩士时尚条纹修身连衣裙黑色短裙子气质通勤七分袖春秋印花黑白波点条纹	印花;黑白;波点;条纹	3;0;2;1	简约的条纹没有印花的灿烂,波点的甜美,但却有着属于自已的独特姿态,率性自然,黑白间逐渐演变,有着让人惊叹的流动美感
550	素缕春装新款圆领宽松长袖t恤女款打底衫媫黄色薄纯棉清香	黄色;薄;纯棉;清香	0;1;2;3	温润如丹桂,总是带着暖意,
551	海青蓝秋装新款百搭品牌亮片镂空钉珠性感收腰显瘦时尚连衣裙钉珠分割搭配剪裁	钉珠;分割;搭配;剪裁	0;2;3;1	很别致的一款连衣裙,奢华高贵,肩部亮片与钉珠完美搭配,做工精致,瞬间提高时尚度。利落造型彰显大气风范,有新时代女性雷厉风行的感觉,精致大气的职场范,又不失女人味。独家剪裁,流畅的线条,腰带可以分割出完美高挑身形。
552	levi's/李维斯美国专柜男士水洗牛仔中腰直筒长裤-有型金属品质	有型;金属;品质	1;0;2	这个裤子采用优质的金属拉链,时尚有型,而且质感十足。时尚的内腰标设计,非常的简约从容,做优秀成功的男人。腰头设计非常的简洁大方,整齐的车线设计,非常的均匀整齐,彰显出精致的品质。
553	轮廓原创女装氤氲异域民族风阔腿裤复古大码长裙女渐变松紧原创纯色	渐变;松紧;原创;纯色	2;0;3;1	轮廓是个性十足的原创设计师品牌,以民族风为主要格调。宽松的裤管可以遮掩腿上的赘肉,穿出拉风摩登的气质感,走起路来自带风。渐变的颜色充满梦幻的格调,打破了纯色的沉闷枯燥。松紧腰部设计上身舒适,没有丝毫束缚感,基本不限制腰围
554	黑骑秋冬新款男装英伦学院风圆领套头男毛衣修身提花针织衫红黄搭配图案立体	红黄;搭配;图案;立体	2;3;0;1	印第安风格的麋鹿混搭图案,融入到针织衫的立体效果之中,活灵活现红黄的经典搭配,尽显不一样的青春魅力。
555	玫瑰碎花宽松七分袖雪纺衫女装金色印花收紧	金色;印花;收紧	0;1;2	7金色玫瑰印花,尽显奢华魅力,充满了浪漫色彩,幸福感十足,领口收紧效果,极具淑女范
556	【商场同款】c＆a女式纯棉星星绣花休闲长袖衬衫搭配印花轻薄纯棉	搭配;印花;轻薄;纯棉	2;3;0;1	选择轻薄微透的纯棉面料,将随性休闲感披肩上身,搭配多样的印花设计,提升整体造型的时尚感。
557	小虫新款高端小外套重工绣花钉珠披肩款外套七分袖花瓣领大立体	花瓣领;大;立体	1;2;0	重工刺绣工艺,超重工的刺绣牡丹,像一件艺术品。大身大片的刺绣,非常立体,立体重工刺绣像3d艺术品,浮雕质感,领口花瓣领而且刺绣线条之间采用
558	梅湾街春季新品休闲时尚宽松撞色v领羊毛针织套衫女廓型毛衣皮肤贴身软	皮肤;贴身;软	2;1;0	羊绒衫的取材决定了其柔软、轻滑、糯、暖、爽的特性,羊绒衫如果贴身穿,与人体皮肤接触时,不但没有刺痒的感觉,还可使人体产生“柔、软、轻、滑、糯、暖、爽”的舒适感。
559	裙语阁秋季新品黑底大印花无袖圆领连衣裙大气优雅短裙收褶圆领无袖	收褶;圆领;无袖	1;2;0	圆领无袖的设计,让你穿着时更显俏皮时尚!精致的而最具特色的腰部收褶工艺,让你的裙裾更具效果,腰部精致的腰带扣线,让您更方便使用腰带!更显设计
560	夏装新款娃娃领镂空钩花腰部抽绳修身款连衣裙镂空彼得潘钩花	镂空;彼得潘;钩花	1;0;2	甜美大气的彼得潘领,让你带上一份不一样的时尚韵味,胸前大片的镂空钩花,增添女性的柔美,塑造完美的女神风范
561	魅季歌儿秋圆领荷叶边修身套头上衣淑女钉珠蕾丝衫蕾丝曲线搭配网纱	蕾丝;曲线;搭配;网纱	3;1;2;0	网纱的拼接展现女人性感的锁骨,修饰女人的肩膀曲线,搭配蕾丝的面料,体现了女人的娇俏与妖娆。
562	魅季歌儿秋拼接蕾丝翻领双排扣淑女修身风衣中长款迷人蕾丝立体剪裁	迷人;蕾丝;立体;剪裁	2;3;1;0	立体的剪裁,气质又优雅,领子配上蕾丝,凸显小女人的心境,可爱又迷人。
563	/珍贝秋冬新品纯羊绒针织加厚绞花高领套头女衫纯羊绒搭配针织	纯羊绒;搭配;针织	0;1;2	精选优质的纯羊绒面料,再搭配精湛的针织工艺,色泽柔和,手感饱满,带给你温暖舒适的穿着体验。独特的袖子设计,修饰娇小的肩型同时又丰富了视觉效果。
564	【新品】圣迪奥新款女装秋装蓝调布鲁斯蓬松短裙松紧欧根纱抓皱	松紧;欧根纱;抓皱	0;1;2	松紧腰带,方便穿脱,裙身欧根纱面料,故意抓皱,底摆细致锁边,做工细腻。
565	【商场同款】c＆a女式网眼抽象印花x型连衣裙印花x型收腰	印花;x型;收腰	2;1;0	收腰的x型裁剪,活泼俏皮的创意印花,年轻活力的网眼拼接设计,打造时尚运动风。
566	秋季新款韩版拼接大波点长袖衬衫修身男装休闲英伦风圆点衬衣印花立体波点	印花;立体;波点	1;2;0	活力休闲立体拼接,朝气蓬勃的波点印花衣面,彰显出满满的青春活力,潇洒帅气
567	春装法兰绒水洗格纹休闲衬衫男长袖法兰绒染色格纹	法兰绒;染色;格纹	2;0;1	经典的英伦格纹衬衫,采用柔软法兰绒面料制作,成衣染色工艺呈现独有色彩,彰显男人魅力。
568	潮娲秋新款重磅桑蚕丝小立领真丝衬衫上衣金丝蕾丝花边衬衫式	金丝;蕾丝花边;衬衫式	0;1;2	精致的法式浪漫气息,在朦胧的经典怀旧味道中,以简单轻奢的风格通过精致金丝蕾丝花边为整件衬衫式小衫增添亮点,别致的珍珠扣看似不经意的细节之中体
569	生活在左秋冬新款文艺棉麻女衬衫宽松中袖棉麻绿色版型真丝	棉麻;绿色;版型;真丝	3;0;2;1	拼真丝文艺棉麻衬衫,简单的版型,宽松的风格,打造浪漫的森女气质,淡淡的绿色透露小清新的气息。
570	亦谷秋装新品女优雅简约中通中长款七分袖廓型风衣外套大牌大廓型	大牌;大;廓型	1;2;0	大廓型的新潮设计的外套,瞬间提升大牌感。《欧范小姐》:时尚编辑connie
571	潮娲秋装新款欧美大牌气质修身褶皱针织连衣裙女大牌圆领立体无袖	大牌;圆领;立体;无袖	0;1;3;2	彰显优雅大牌气质的复古连衣裙,端庄的大方圆领秀出天生丽质的锁骨,肩部无袖的立体设计勾勒出优美的肩线,让人仿佛置身于十八世纪的欧洲宫廷中,最妙
572	蒲秋冬新大码女装v领民族风提花针织衫毛衣耐磨高档耐穿	耐磨;高档;耐穿	1;0;2	高档面料,柔软舒适;做工精细到一针一线,婉约中增添低调美感,视觉上层次感更为丰富,结实耐磨耐穿!
573	多宾秋冬打底长袖包臀连衣裙新娘装大红色淑女花苞裙灯笼裙西瓜裙下摆版型曲线长度	下摆;版型;曲线;长度	1;2;0;3	干净利落的极简洁版型设计简单凸显知性现代气息宽松的腰部设计胸部省线设计突出胸部曲线袖口设计简洁大方下摆自然垂落恰到好处的长度忘记是怎样
574	秋季新欧洲站独家首发商场同款短裙~40岁熟女长袖连衣裙装褶皱欧根纱绣花	褶皱;欧根纱;绣花	1;2;0	这款拼接连衣裙,精美欧根纱绣花,优雅妩媚,女人味十足,腰间穿插褶皱设计,个性时尚
575	卡天派秋冬新款套头打底毛衫复古印花针织衫潮男v领毛衣v领设计美观透气爽滑	v领设计;美观;透气;爽滑	0;1;3;2	时尚v领设计,美观大方,袖口大气的设计,精致的细节,整齐的走线,凸显时尚气质,优质面料,质地柔软,爽滑透气,魅力十足。
576	秋装新款韩版时尚学院风提条撞色针织衫圆领套头毛衣套头天空蓝天蓝色	套头;天空蓝;天蓝色	2;0;1	青山恋着白云的衣裳,流水取一段岁月的歌,天蓝色套头毛衣,温暖时尚,小清新的天空蓝。
577	8.24秒杀价元/百武西简约经典直筒衬衫长袖女白t风琴褶工字褶暗门襟及腰	风琴褶;工字褶;暗门襟;及腰	0;3;1;2	前片风琴褶及腰侧边斜褶,精致的设计,举手投足间的文雅。后片工字褶,展现生机与活力。暗门襟,颇为用心讨巧的设计,文艺范儿。小泡泡袖,别致的细节
578	圣迪奥堆领纯色毛呢马夹马甲银色暗扣堆领隐形	银色;暗扣;堆领;隐形	2;3;1;0	随意堆领,优雅大方,隐形暗扣,裁剪衣边,隐形口袋,方便实用,银色腰带,灵动视觉。
579	四月初九加肥加大码女装胖mm秋装新款黑白水墨画长裤小脚裤显腿长黑白显瘦	显腿长;黑白;显瘦	1;2;0	黑白水墨画长裤,上身舒服没有束缚感显瘦显腿长才是最重要的~!
580	秋装新品女装优雅名媛小香风千鸟格半裙套装大牌占领千鸟格	大牌;占领;千鸟格	0;1;2	潮流使者的小香风套装,以简约大牌的款式,占领着每个女性的心灵,给人一种不可抗拒的典雅高贵。经典的千鸟格,优雅复古。
581	闲然秋款新品女装文艺范修身全棉衬衣女士上衣长袖衬衫女款自然系放松素面	自然系;放松;素面	0;2;1	闲然,自然系独立设计师女装品牌,闲然立为所有内心坚强独立,尊重生命,追求自然生活方式的女性做衣服。姿势越简单朴素,实际上越美丽优雅,在摆脱所有亢余之后,才能真正自在的生活。繁华闹市,浮光掠影,只愿锦心素面,娴静淡然,于似水流年中散放。闲然品牌创作的服饰,让身体放松,用积极随和的态度来表达内心,做最真实的自己。
582	长袖衬衫男秋装清新牛仔褂修身尖领拼接牛仔潮男藏青色亮色色块	藏青色;亮色;色块	2;1;0	色块的拼接本身急救室沉闷的街头注入了一抹亮色,而藏青色块的交错拼接以及藏青色的深浅对比,建立起一幅动静结合的街头画卷,在视觉呈现上,乱中有序更契合了街头玩酷带来的快意,使时尚达人们洋溢着热力四射的年轻动感。
583	矿井独立设计新款定制廓形中长款茧型大衣外套双排扣羊毛织物鲜艳	羊毛;织物;鲜艳	0;1;2	洗涤时要用专门的羊毛洗涤剂或皂片。羊洗涤毛料衣服的水温以40℃为宜。洗时用软水且在第一次漂洗的水中加少量醋酸,可使织物的颜色鲜艳、柔软而有光泽。
584	【瑞儿狂欢价】瑞可儿雪纺休闲欧美街头简单上衣版型开叉袖板式红色	版型;开叉袖;板式;红色	3;2;0;1	独特的色彩设计,浪漫的红色和个性时尚的板式结合出浑然天成的美感。宽松的版型设计,加上宽松袖,穿起来轻松又舒服。宽松的开叉袖,穿起来更是轻松自
585	秋冬新款皮衣女短款修身小外套加厚带真毛领显瘦机车皮夹克大牌搭配品质	大牌;搭配;品质	0;2;1	种草这款夹克,优质布料,穿上十分舒适也很有大牌感。大气时尚的款式,展现出属于你的青春活力,反正很简约又大气。精湛的手工艺更是出彩,凸显品质的精雕细琢,展现高级典雅的生活时尚感。就是不用怎么费脑,只是稍微简约搭配,就能自带满满的文艺范,让你彰显品味哦。
586	amurs/爱缪斯断码清仓商务休闲西服意大利进口面料宽松男外套纹路搭配领型树脂	纹路;搭配;领型;树脂	2;3;1;0	经典领口设计,领型挺括自然,压线线迹均匀细腻。肩部垫肩设计,简洁干练,挺拔浑厚。三粒叠扣设计,天然树脂材质搭配,品位非凡。贴盖式口袋,采用先进缝纫线缝制。拼接处,面料纹路拼接完美。
587	秋季专柜圆领长袖女t恤卫衣棒球衣上衣数字拉长曲线大圆领	数字;拉长;曲线;大圆领	3;1;2;0	细腻大圆领,简约大方,轻松拉长颈部曲线。胸前简单数字设计,简约时尚。《欧范小姐》:时尚编辑simple
588	春秋新冬断码清仓特价裙子明星衣橱同款~40岁熟女连衣裙装修身减龄条纹显瘦	修身;减龄;条纹;显瘦	1;2;0;3	海军风的领子,有着校园的气息,减龄又时尚,条纹的衣服永远是时尚的潮流,修身又显瘦。
